id,region,spp,bandNumber,enc,date,mass,wing,tl,age,sex
y616-5866a,Atlanta,NOCA,2651-56795,B,2017-03-27,41.2,91,92,AHY,F
x517-3473r,Atlanta,CACH,2750-41429,R,2017-03-29,9.6,61,50,AHY,F
e227-6667l,Atlanta,CACH,2711-77668,B,2017-03-29,9.2,57,46,AHY,F
t140-2014q,Atlanta,AMRO,1292-64594,B,2017-04-03,70.5,124,90,AHY,M
m122-2407c,Atlanta,NOCA,2651-56797,B,2017-04-04,44.8,89,98,AHY,F
p222-9815k,Atlanta,NOCA,2651-56798,B,2017-04-04,43.4,92,99,AHY,M
c194-4332i,Atlanta,CACH,2750-41313,B,2017-04-07,9.5,59,51,AHY,M
d505-7071b,Atlanta,AMRO,1292-64595,B,2017-04-08,73.1,126,94,AHY,F
d607-4666m,Atlanta,NOCA,2651-56799,B,2017-04-09,41.6,90,100,AHY,F
d557-1541l,Atlanta,CACH,2750-41316,B,2017-04-09,9.7,60,49,AHY,F
a917-5378n,Atlanta,CACH,2750-41317,B,2017-04-09,9.4,61,53,AHY,M
o151-6999i,Atlanta,NOCA,2651-56800,B,2017-04-10,40.1,94,95,AHY,M
i956-4393r,Atlanta,CACH,2750-41320,B,2017-04-11,9,62,55,AHY,F
v483-7681x,Atlanta,NOCA,2671-01922,B,2017-04-11,39.5,87,90,AHY,M
t488-7503f,Atlanta,AMRO,1292-64599,B,2017-04-12,76.3,131,100,AHY,M
r818-7637j,Atlanta,CACH,2730-24998,R,2017-04-14,9.6,60,49,AHY,M
r306-5205f,Atlanta,CACH,2750-41325,B,2017-04-14,9.3,58,50,AHY,F
f797-8886p,Atlanta,CACH,2750-41324,B,2017-04-14,9.1,55,46,AHY,F
e766-9275o,Atlanta,AMRO,1292-64600,B,2017-04-15,73.5,120,93,AHY,F
m808-2977x,Atlanta,NOCA,2671-01923,B,2017-04-17,40.4,91,95,AHY,M
a151-9203m,Atlanta,NOCA,2671-01925,B,2017-04-18,40.6,92,102,AHY,M
j419-6898w,Atlanta,NOCA,2671-01926,B,2017-04-18,42.6,90,100,AHY,M
y991-3891r,Atlanta,CACH,2750-41328,B,2017-04-20,9.1,61,52,AHY,M
b186-4649a,Atlanta,CACH,2750-41329,B,2017-04-20,9.2,61,52,AHY,M
t454-3503k,Atlanta,GRCA,2671-01927,B,2017-04-21,32.7,89,92,AHY,M
n646-4772p,Atlanta,AMRO,1372-29603,B,2017-04-22,70.4,126,95,AHY,M
s710-2984n,Atlanta,NOCA,2671-01928,B,2017-04-22,40.9,90,93,AHY,M
o813-1840n,Atlanta,NOCA,2671-01929,B,2017-04-22,43.4,90,95,AHY,F
v425-9373h,Atlanta,NOCA,2671-01930,B,2017-04-24,40.5,91,101,AHY,F
k953-5316w,Atlanta,NOCA,2701-39031,R,2017-04-24,37.5,91,94,AHY,F
r572-3104r,Atlanta,GRCA,2671-01931,B,2017-04-24,35.5,90,89,AHY,M
n813-3369s,Atlanta,NOCA,2651-47600,B,2017-04-25,33.5,89,97,AHY,F
n873-6326p,Atlanta,NOCA,2651-52427,R,2017-04-25,39,91,100,AHY,M
l959-9972n,Atlanta,NOCA,2651-47599,B,2017-04-25,36.7,89,97,AHY,F
d985-9948y,Atlanta,NOCA,2231-55402,B,2017-04-25,36,94,101,AHY,M
i672-3055p,Atlanta,NOCA,2231-55403,B,2017-04-25,38.5,92,100,AHY,F
l412-3360y,Atlanta,NOCA,2231-55404,B,2017-04-25,43.2,85,89,AHY,F
u586-8253t,Atlanta,NOCA,2671-01932,B,2017-04-27,40.8,95,104,AHY,M
z215-8920j,Atlanta,CACH,2750-41334,B,2017-04-27,9.3,58,49,AHY,M
e945-5323n,Atlanta,NOCA,2671-01936,B,2017-04-27,38.1,85,100,AHY,F
c732-9405w,Atlanta,NOCA,2671-01937,B,2017-04-28,41.1,93,94,AHY,M
m891-7848g,Atlanta,NOCA,2711-58016,R,2017-04-28,42.3,90,95,AHY,F
n479-6334l,Atlanta,NOCA,2671-01938,B,2017-04-28,37.1,90,102,AHY,F
l521-2584s,Atlanta,NOCA,2671-01939,B,2017-04-28,42.2,91,91,AHY,F
l123-8587x,Atlanta,GRCA,2671-01942,B,2017-04-30,34.2,90,94,AHY,M
c801-6244w,Atlanta,NOCA,2671-01943,B,2017-05-02,40.5,92,98,AHY,F
z680-9600y,Atlanta,NOCA,2671-01944,B,2017-05-02,42.8,93,104,AHY,M
h104-8783z,Atlanta,NOCA,2671-01945,B,2017-05-02,40.1,90,93,AHY,F
m531-8991r,Atlanta,AMRO,1372-29606,B,2017-05-03,69.3,126,97,AHY,M
c531-5517f,Atlanta,CACH,2750-41336,B,2017-05-03,8.8,58,49,AHY,M
x857-7440y,Atlanta,AMRO,1372-29607,B,2017-05-05,70.3,125,97,AHY,M
a924-5654g,Atlanta,AMRO,1372-29608,B,2017-05-05,64.3,126,94,AHY,M
v636-3424v,Atlanta,AMRO,1372-29610,B,2017-05-05,85.3,126,90,AHY,F
m955-8538r,Atlanta,NOCA,2671-01951,B,2017-05-07,41.4,93,105,AHY,F
y327-7176g,Atlanta,NOCA,2671-01953,B,2017-05-07,40.3,90,89,AHY,M
w215-1614d,Atlanta,NOCA,2671-01954,B,2017-05-08,46.5,93,104,AHY,M
t201-8842v,Atlanta,CACH,2750-41341,B,2017-05-09,8,59,48,AHY,F
u345-3511i,Atlanta,NOCA,2671-01956,B,2017-05-10,39,86,94,AHY,F
v441-1897x,Atlanta,NOCA,2671-01958,B,2017-05-10,37.6,85,92,AHY,F
b305-5134b,Atlanta,CACH,2750-41343,B,2017-05-11,9.3,60,48,AHY,M
y424-8039r,Atlanta,NOCA,2671-01959,B,2017-05-13,43.5,92,93,AHY,F
l867-3378o,Atlanta,CACH,2750-41344,B,2017-05-13,9.5,58,50,AHY,M
y421-2762f,Atlanta,GRCA,2671-01960,B,2017-05-14,36,88,90,AHY,M
p204-7092l,Atlanta,CACH,2750-41345,B,2017-05-15,8.2,55,47,AHY,F
s463-1832q,Atlanta,AMRO,1372-29615,B,2017-05-16,72,127,96,AHY,M
v446-3946g,Atlanta,NOCA,2671-01961,B,2017-05-16,37.4,89,95,AHY,F
c209-1670b,Atlanta,GRCA,2671-01962,B,2017-05-19,38.1,96,98,AHY,M
v561-4362u,Atlanta,GRCA,2671-01963,B,2017-05-22,38.1,90,98,AHY,M
w788-4414p,Atlanta,GRCA,2671-01964,B,2017-05-22,31.6,88,95,AHY,M
m758-4155u,Atlanta,NOCA,2671-01965,B,2017-05-24,42,91,94,AHY,M
x584-6326o,Atlanta,NOCA,2671-01966,B,2017-05-24,37.5,88,95,AHY,F
e755-2905g,Atlanta,AMRO,1372-29617,B,2017-05-25,76.3,120,89,SY,F
i363-8779q,Atlanta,AMRO,1372-29618,B,2017-05-25,70,126,101,AHY,M
b672-3452g,Atlanta,NOCA,2671-01967,B,2017-05-25,36.9,89,98,AHY,F
d761-9990x,Atlanta,GRCA,2671-01968,B,2017-05-25,32.5,91,95,AHY,M
l858-7896n,Atlanta,GRCA,2671-01969,B,2017-05-26,33.9,87,90,AHY,M
a112-2308s,Atlanta,NOCA,2671-01970,B,2017-05-26,34.2,90,98,AHY,F
o574-8458z,Atlanta,GRCA,2651-52453,R,2017-05-26,35.6,89,93,ASY,M
m535-8314j,Atlanta,NOCA,2671-01971,B,2017-05-27,38.5,91,95,AHY,M
p601-8022x,Atlanta,NOCA,2671-01972,B,2017-05-29,39.4,92,102,AHY,M
v899-6324f,Atlanta,NOCA,2671-01973,B,2017-05-29,35.6,87,94,AHY,F
t361-1487k,Atlanta,GRCA,2651-47377,R,2017-05-29,35,89,96,AHY,M
w114-7425h,Atlanta,NOCA,2671-01974,B,2017-05-30,40.5,94,104,AHY,M
z953-5508v,Atlanta,NOCA,2671-01975,B,2017-06-01,43.5,88,95,AHY,F
q291-6372z,Atlanta,CACH,2710-25730,B,2017-06-01,8.8,57,48,AHY,F
v814-8883e,Atlanta,CACH,2710-25731,B,2017-06-01,10.2,62,52,SY,F
q205-2530x,Atlanta,NOCA,2671-01976,B,2017-06-02,37.7,93,105,AHY,M
u177-2051g,Atlanta,AMRO,1272-42463,R,2017-06-03,69.1,124,100,AHY,M
k756-2134o,Atlanta,GRCA,2671-01978,B,2017-06-03,41.1,89,97,AHY,F
b815-3745j,Atlanta,CACH,2710-25732,B,2017-06-03,9.1,61,54,AHY,F
j251-3419v,Atlanta,NOCA,2671-01979,B,2017-06-06,41.6,90,94,AHY,M
v166-1644g,Atlanta,NOCA,2671-01980,B,2017-06-07,39,87,90,AHY,F
j265-9940v,Atlanta,NOCA,2671-01981,B,2017-06-07,44.6,92,101,AHY,M
p147-8815a,Atlanta,CACH,2710-25733,B,2017-06-08,9.6,62,51,AHY,F
v991-1245m,Atlanta,CACH,2710-25734,B,2017-06-08,9,62,50,AHY,F
c353-4806v,Atlanta,GRCA,2671-01983,B,2017-06-10,33.4,91,90,AHY,M
k487-2501p,Atlanta,NOCA,2671-01984,B,2017-06-11,40.8,95,104,AHY,M
w757-7056b,Atlanta,NOCA,2671-01985,B,2017-06-11,40.8,88,88,AHY,F
k711-7475k,Atlanta,NOCA,2671-01986,B,2017-06-11,40.2,88,99,AHY,F
n469-2455q,Atlanta,CACH,2710-25739,B,2017-06-11,9.2,57,50,AHY,F
e587-7848u,Atlanta,GRCA,2671-01989,B,2017-06-12,31.1,91,92,AHY,M
t997-2523p,Atlanta,NOCA,2671-01990,B,2017-06-12,34.9,92,105,AHY,F
y804-1897t,Atlanta,GRCA,2671-01991,B,2017-06-12,36.7,88,95,AHY,F
n500-2289e,Atlanta,NOCA,2671-01992,B,2017-06-13,36.3,91,99,AHY,M
m876-3693p,Atlanta,NOCA,2671-01993,B,2017-06-14,44.1,95,94,AHY,M
c524-1514a,Atlanta,NOCA,2671-01995,B,2017-06-15,36.7,89,99,AHY,F
d302-4010s,Colorado,BCCH,2720-56400,B,2017-05-12,11.1,69,62,AHY,F
c278-6432t,Colorado,BCCH,2741-12300,B,2017-05-24,12.5,68,66,AHY,F
w810-1069h,Colorado,BCCH,2720-56395,B,2017-05-26,12,64,62,AHY,F
r533-7856q,Colorado,BCCH,2720-56388,B,2017-06-14,11,68,67,ASY,M
z382-2282q,Colorado,BCCH,2720-56383,B,2017-06-26,11,66,63,AHY,F
u150-2883v,Colorado,BCCH,2720-56374,B,2017-07-06,10.7,65,60,AHY,F
y378-5222g,Colorado,AMRO,1342-59790,B,2017-07-07,85,130,101,SY,F
p510-6922j,Gainesville,NOCA,1991-18001,B,2012-06-06,34,85,92,AHY,F
n826-5057f,Gainesville,NOCA,1991-18004,B,2012-06-06,39.5,92,102,AHY,M
y934-8475w,Gainesville,NOCA,1991-18005,B,2012-06-07,36,88,96,AHY,M
s581-9868g,Gainesville,NOCA,1991-18021,B,2012-06-10,37.5,85,91,AHY,F
y463-8125m,Gainesville,NOCA,1991-18007,B,2012-06-15,38.7,94,101,AHY,M
x326-9544k,Gainesville,NOCA,noBand-00001,B,2012-06-15,39.1,90,102,AHY,M
i344-8891w,Gainesville,NOCA,1991-18009,B,2012-06-19,40.8,89,91,AHY,F
o264-7878s,Gainesville,NOCA,1991-18012,B,2012-06-19,37.8,92,94,AHY,M
y201-2020a,Gainesville,NOCA,1991-18056,B,2012-06-19,35.7,91,92,AHY,F
o250-5229c,Gainesville,NOCA,1991-18058,B,2012-06-19,39.6,89,92,AHY,M
c970-1410r,Gainesville,NOCA,1991-18061,B,2012-06-19,41.5,91,98,AHY,M
c414-3089b,Gainesville,NOCA,1991-18067,B,2012-06-19,46.5,89,88,AHY,F
w326-5167p,Gainesville,CACH,2040-61852,B,2012-06-20,9.2,58,47,AHY,M
d993-8959i,Gainesville,NOCA,1991-18013,B,2012-06-21,38.2,88,96,AHY,M
x184-9764c,Gainesville,NOCA,1991-18014,B,2012-06-21,42.1,90,95,AHY,M
i943-4335u,Gainesville,NOCA,1991-18015,B,2012-06-21,34.8,85,95,AHY,F
a530-4653r,Gainesville,NOCA,1991-18070,B,2012-06-21,41.9,91.5,101,AHY,M
i721-5781w,Gainesville,NOCA,1991-18071,B,2012-06-21,44.6,95,95,AHY,F
q782-5658x,Gainesville,NOCA,1991-18072,B,2012-06-21,39.3,86,90,AHY,F
m284-8860i,Gainesville,NOCA,1991-18068,B,2012-06-21,39.5,97,99.5,AHY,M
c776-9786p,Gainesville,NOCA,1991-18075,B,2012-06-21,40.1,89,94,AHY,F
s804-5014n,Gainesville,NOCA,1991-18076,B,2012-06-21,40.9,89,92.5,AHY,F
v884-5903x,Gainesville,CACH,2640-61858,B,2012-06-28,9.8,58,50,AHY,M
o302-8476b,Gainesville,NOCA,1991-18077,B,2012-06-28,38.5,89,97,AHY,F
r924-7581v,Gainesville,NOCA,1991-18078,B,2012-06-28,39.4,88,89,AHY,M
w787-2937n,Gainesville,NOCA,1991-18080,B,2012-06-28,35.6,87,94,AHY,F
k664-8830x,Gainesville,NOCA,1991-18081,B,2012-06-28,39.3,85,90,AHY,F
t231-2595o,Gainesville,NOCA,1991-18016,B,2012-07-02,40.4,91,95,AHY,M
a795-6350q,Gainesville,NOCA,1991-18018,B,2012-07-03,37.7,88,91,AHY,F
o264-8732m,Gainesville,NOCA,1991-18019,B,2012-07-06,43.2,86,103,AHY,M
n935-4857t,Gainesville,NOCA,1991-18022,B,2012-07-12,38.9,91,89,AHY,F
q286-6917q,Gainesville,NOCA,1991-18093,B,2012-07-12,44,88.5,93.5,AHY,M
r112-5130b,Gainesville,NOCA,1991-18023,B,2012-07-13,39.9,90,95,AHY,M
f108-6183g,Gainesville,NOCA,1991-18025,B,2012-07-14,37.3,84,98,AHY,F
f836-4505o,Gainesville,CACH,2640-61811,B,2012-07-14,10.5,58,51,AHY,M
t270-4974n,Gainesville,NOCA,1991-18097,B,2012-07-17,38.2,86,95,AHY,F
a612-3046y,Gainesville,NOCA,1991-18098,B,2012-07-17,37.9,84,86,AHY,F
r553-6221y,Gainesville,NOCA,1292-71301,B,2012-07-17,40.9,89,95,AHY,M
d591-6061s,Gainesville,NOCA,1292-71303,B,2012-07-18,41.8,90,104,AHY,M
v154-9677z,Gainesville,NOCA,1292-71304,B,2012-07-18,41,91,97,AHY,F
k358-5512j,Gainesville,NOCA,1991-18028,B,2012-07-18,37.5,83.5,85,AHY,F
j770-6088h,Gainesville,NOCA,1991-18041,B,2012-07-19,38.2,92.5,99.5,AHY,M
l768-4996h,Gainesville,NOCA,1991-18046,B,2012-07-19,35.4,89,95,AHY,F
r786-9904r,Gainesville,NOCA,1991-18047,B,2012-07-20,43.8,92,89,AHY,F
p718-7373p,Gainesville,NOCA,1991-18029,B,2012-07-20,37.9,89,92,AHY,F
d182-7739b,Gainesville,NOCA,1991-18030,B,2012-07-20,38.4,91,95,AHY,M
l534-3686k,Gainesville,NOCA,1991-18033,B,2012-07-25,35.7,87.5,96,AHY,F
a614-7012k,Gainesville,CACH,2640-61805,B,2012-07-26,10.1,59,51,AHY,M
w747-4170c,Gainesville,NOCA,1991-18048,B,2012-07-26,41.3,92,91,AHY,F
d685-2008b,Gainesville,NOCA,1991-18034,B,2012-07-26,37.7,90,94,AHY,M
c978-7052g,Gainesville,NOCA,1991-18035,B,2012-07-26,37.8,89,92,AHY,F
b353-9241n,Gainesville,NOCA,1991-18049,B,2012-07-27,37.3,89,91,AHY,F
w231-1313a,Gainesville,NOCA,1991-18039,B,2012-07-30,37.5,87,96,AHY,F
n896-4791o,Gainesville,NOCA,1991-18040,B,2012-07-30,40.9,86,94,AHY,F
u941-6148k,Gainesville,NOCA,2331-09103,B,2012-07-31,41,88,96,AHY,M
g965-3981t,Gainesville,NOCA,2331-09115,B,2012-08-01,41,88,90,AHY,F
r771-2927b,Gainesville,NOCA,1292-71311,B,2012-08-02,39.5,91.5,98,AHY,M
y287-3598p,Gainesville,NOCA,2331-09118,B,2012-08-03,37.8,88,89.5,AHY,F
w956-1709b,Gainesville,NOCA,2331-09120,B,2012-08-03,36.7,94,101,AHY,M
n553-5976s,Gainesville,NOCA,1292-71313,B,2012-08-03,43.5,90,98.5,AHY,M
m966-9862l,Gainesville,NOCA,2531-74290,B,2013-04-16,38.1,91,99,AHY,M
m342-2689s,Gainesville,NOCA,2531-74292,B,2013-04-18,41.6,94,100,AHY,M
x179-6911a,Gainesville,NOCA,1991-18051,B,2013-04-26,40.4,91,99,AHY,M
l221-4998l,Gainesville,NOCA,2531-74298,B,2013-04-26,37.3,90,95,AHY,M
z592-5977u,Gainesville,NOCA,2531-74299,B,2013-04-26,42.8,88,97,AHY,F
t248-3478a,Gainesville,CACH,2640-61815,B,2013-04-27,9.7,60,52,AHY,M
y143-4718p,Gainesville,NOCA,2331-09302,B,2013-04-30,48.7,88,93,AHY,F
h216-6389y,Gainesville,NOCA,1991-18053,B,2013-05-02,39.9,89,96,AHY,F
s178-5528g,Gainesville,NOCA,1991-18052,B,2013-05-02,38,91,102,AHY,M
v878-3282v,Gainesville,NOCA,2331-09304,B,2013-05-07,43.4,89,92,AHY,F
u579-8330v,Gainesville,NOCA,2331-09305,B,2013-05-07,36.6,89,92,AHY,M
p627-4193d,Gainesville,NOCA,2331-09117,B,2013-05-07,39.1,88,99,AHY,F
h960-1129i,Gainesville,CACH,2590-82099,B,2013-05-07,9.5,56,48,AHY,M
j700-7042x,Gainesville,CACH,2590-83088,B,2013-05-07,9.6,57.5,50,AHY,M
o397-3872h,Gainesville,NOCA,1991-18054,B,2013-05-07,41.7,88,98,AHY,F
p190-1430v,Gainesville,NOCA,1991-18055,B,2013-05-09,39.3,92,98,AHY,F
r694-2372f,Gainesville,NOCA,2331-09122,B,2013-05-09,43,85,94.5,AHY,F
i626-9569m,Gainesville,CACH,2590-82038,B,2013-05-11,9.2,55,45,AHY,F
o688-9951w,Gainesville,NOCA,2331-09212,B,2013-05-11,38.4,91,105.5,AHY,M
o781-2441o,Gainesville,CACH,2590-82039,B,2013-05-11,9.7,61.5,52.5,AHY,M
e215-7411b,Gainesville,NOCA,2331-09123,B,2013-05-13,42.3,92,93,AHY,M
q949-9053e,Gainesville,CACH,2640-61875,B,2013-05-14,9.5,57,53,AHY,F
w693-4473i,Gainesville,CACH,2640-61817,B,2013-05-14,9.6,62,54,AHY,M
n986-5825e,Gainesville,NOCA,2331-09126,B,2013-05-15,34.9,85.5,85,AHY,F
f337-4430b,Gainesville,NOCA,2331-09128,B,2013-05-15,41.2,90,95,AHY,F
j712-5090a,Gainesville,NOCA,2331-09129,B,2013-05-15,37.8,86,101,AHY,M
h209-5268l,Gainesville,NOCA,2331-09130,B,2013-05-15,41,89,95,AHY,F
u979-5497e,Gainesville,CACH,2640-61813,R,2013-05-16,8.3,53,48,AHY,F
j688-5642l,Gainesville,CACH,2640-61819,B,2013-05-16,10.4,57,53,AHY,M
t138-4631t,Gainesville,NOCA,2331-09131,B,2013-05-16,39.5,96,99,AHY,M
c328-7114m,Gainesville,NOCA,2331-09132,B,2013-05-16,38.3,89,95,AHY,M
k479-8288k,Gainesville,NOCA,2331-09133,B,2013-05-16,38.9,92,98,AHY,M
h650-4041a,Gainesville,CACH,2640-61805,R,2013-05-17,9.9,60,54,AHY,M
o783-8544m,Gainesville,NOCA,1991-18048,R,2013-05-17,42.4,90,95,AHY,F
g893-9957e,Gainesville,NOCA,2331-09138,B,2013-05-20,45.5,85,90,AHY,F
w154-3193o,Gainesville,CACH,2591-92047,B,2013-05-20,9.5,59,51,AHY,F
z476-3929q,Gainesville,NOCA,2331-09137,B,2013-05-20,40.5,92,99,AHY,M
c688-4447b,Gainesville,NOCA,2331-09144,B,2013-05-20,36.1,93,96,AHY,M
n864-4893o,Gainesville,NOCA,2331-90139,B,2013-05-20,42.2,91,103,AHY,M
l718-2400u,Gainesville,NOCA,2331-90141,B,2013-05-20,41.3,88,94,AHY,M
j875-1034y,Gainesville,NOCA,2331-90142,B,2013-05-20,40.6,89,94,AHY,F
j218-1401o,Gainesville,NOCA,2331-90143,B,2013-05-20,38.8,90,96,AHY,M
r371-5377z,Gainesville,CACH,2590-82045,B,2013-05-20,9.8,58,48.5,AHY,F
i118-7601g,Gainesville,CACH,2640-61808,R,2013-05-21,10.4,55,48,AHY,F
b414-1410i,Gainesville,NOCA,2331-09307,B,2013-05-21,38.6,92,95,AHY,M
m859-9900f,Gainesville,NOCA,2331-09148,B,2013-05-23,42.7,86,90,AHY,F
f888-4012c,Gainesville,CACH,2640-61856,R,2013-05-23,8.5,56,46,AHY,F
d829-3257r,Gainesville,NOCA,1991-18078,R,2013-05-23,38.5,87,89,AHY,M
n639-5699p,Gainesville,NOCA,2331-09146,B,2013-05-23,37.1,93,98,AHY,M
t866-7337o,Gainesville,NOCA,2331-09147,B,2013-05-23,35.7,87,90,AHY,F
n332-3557r,Gainesville,CACH,2590-82053,B,2013-05-24,9.4,58,47,AHY,M
g199-9069n,Gainesville,NOCA,2331-09149,B,2013-05-24,37.5,88,97,AHY,F
d150-6877t,Gainesville,NOCA,2331-09151,B,2013-05-24,41.9,90.5,103,AHY,M
y845-5427c,Gainesville,CACH,2590-82049,B,2013-05-24,9.9,57,44,AHY,F
r627-1866q,Gainesville,CACH,2590-82055,B,2013-05-25,9,56,48,AHY,F
p246-2326x,Gainesville,CACH,2590-92056,B,2013-05-25,9.2,56,49,AHY,F
m405-7740e,Gainesville,NOCA,2331-09157,B,2013-05-25,37.6,88.5,99,AHY,M
t522-1810o,Gainesville,NOCA,2331-09158,B,2013-05-25,42,91,97,AHY,F
x504-8239k,Gainesville,CACH,2590-82057,B,2013-05-25,10.1,60,48,AHY,M
x832-8447u,Gainesville,CACH,2640-61823,B,2013-05-28,9.4,56,52,AHY,M
v387-7768z,Gainesville,CACH,2640-61824,B,2013-05-28,9.7,59,48,AHY,F
p791-7531v,Gainesville,NOCA,2331-09308,B,2013-05-28,35.4,88,105,AHY,M
v875-9572m,Gainesville,NOCA,2331-09160,B,2013-05-29,35.7,86,92,AHY,M
g860-6451w,Gainesville,NOCA,2331-09162,B,2013-05-29,36.8,88,97,AHY,M
y362-8432n,Gainesville,NOCA,2331-09311,B,2013-06-01,37.1,86,92,AHY,F
x772-9620y,Gainesville,NOCA,2331-09164,B,2013-06-01,39.1,97,98,AHY,M
a351-9133q,Gainesville,NOCA,2331-09165,B,2013-06-01,37.4,83,86,AHY,F
k488-9867g,Gainesville,NOCA,2331-09166,B,2013-06-03,34.3,93,103,AHY,F
y968-8538z,Gainesville,CACH,2640-61876,B,2013-06-04,9.7,59,50,AHY,M
s620-2942c,Gainesville,CACH,2640-61878,B,2013-06-04,8.7,55,49,AHY,M
d137-2399w,Gainesville,NOCA,1991-18082,R,2013-06-04,38.8,94,105,AHY,M
z140-4516u,Gainesville,NOCA,2331-09312,B,2013-06-04,38.5,89,92,AHY,F
t256-9695f,Gainesville,NOCA,2331-09313,B,2013-06-04,40.6,97,103,AHY,M
t266-6794k,Gainesville,CACH,2590-82065,B,2013-06-07,8.7,57,46,AHY,F
s795-1340n,Gainesville,CACH,2590-82067,B,2013-06-08,8.6,57,48,AHY,F
s416-5451n,Gainesville,CACH,2590-82071,B,2013-06-08,8.6,53,46,AHY,F
n574-5155z,Gainesville,NOCA,1991-18096,R,2013-06-11,40.4,89,94,AHY,M
g853-2142i,Gainesville,NOCA,1991-18097,R,2013-06-11,39,88,99,AHY,F
n735-7570n,Gainesville,NOCA,1991-18098,R,2013-06-11,39.8,84,89,AHY,F
k522-5867m,Gainesville,NOCA,2331-09172,B,2013-06-11,42,92,100,AHY,M
e992-9598a,Gainesville,NOCA,2331-09173,B,2013-06-11,40.3,94,101,AHY,M
m498-6006p,Gainesville,CACH,2640-61827,B,2013-06-13,8.3,55,47,AHY,M
p937-7143a,Gainesville,NOCA,2331-09318,B,2013-06-13,43.3,92,92,AHY,M
j972-3281h,Gainesville,NOCA,2331-09320,B,2013-06-13,42.4,97,97,AHY,F
f557-8550a,Gainesville,CACH,2640-61826,B,2013-06-13,10.2,58,50,AHY,M
p704-6784a,Gainesville,NOCA,2331-09174,B,2013-06-13,37.4,89,95,AHY,M
o903-2338e,Gainesville,CACH,2640-61881,B,2013-06-16,9.9,60,52,AHY,M
m523-6789o,Gainesville,CACH,2640-61880,B,2013-06-16,9.1,55,48,AHY,M
f492-1616q,Gainesville,NOCA,2331-09176,B,2013-06-17,40.3,89,96,AHY,M
i793-4404r,Gainesville,NOCA,2331-09177,B,2013-06-17,37.2,87.5,100,AHY,M
q233-3801j,Gainesville,NOCA,2331-09180,B,2013-06-17,39.8,87,96,AHY,F
w652-8435w,Gainesville,CACH,2590-82078,B,2013-06-18,8.9,55,48,AHY,M
z582-8700b,Gainesville,NOCA,2331-09181,B,2013-06-18,37.6,89,98,AHY,F
s491-6288d,Gainesville,NOCA,2331-09324,B,2013-06-18,41.6,89.5,106,AHY,F
w189-9454x,Gainesville,NOCA,2331-09325,B,2013-06-20,39,90,98,AHY,F
p267-1152q,Gainesville,CACH,2640-61831,B,2013-06-25,9.2,56,49.5,AHY,M
l597-6255n,Gainesville,NOCA,2331-09191,B,2013-06-25,40.8,90.5,96,AHY,M
m142-2203r,Gainesville,NOCA,2331-09192,B,2013-06-25,44.9,89,97,AHY,F
a312-5693d,Gainesville,CACH,2640-61832,B,2013-06-27,9.5,59,52,AHY,M
b553-7896x,Gainesville,NOCA,2331-09327,B,2013-06-27,44.4,87,86,AHY,F
l716-6793g,Gainesville,NOCA,2331-09329,B,2013-06-27,40.2,92.5,101,AHY,M
s747-7570q,Gainesville,NOCA,2331-09194,B,2013-06-28,34.6,86,93,AHY,F
o124-9639l,Gainesville,NOCA,2331-09195,B,2013-06-28,37.2,91,93,AHY,M
p695-2915v,Gainesville,NOCA,2531-99315,B,2013-06-28,43.3,89,102,AHY,F
h364-3451o,Gainesville,NOCA,2531-99316,B,2013-06-29,38.1,87,93,AHY,M
u699-8241l,Gainesville,NOCA,2531-99317,B,2013-06-29,36.7,84,93,AHY,F
r287-4372n,Gainesville,NOCA,2531-99318,B,2013-07-01,39,91,101,AHY,M
x535-7435r,Gainesville,NOCA,2531-99321,B,2013-07-04,36.1,90,95,AHY,M
d290-6471r,Gainesville,NOCA,2331-09330,B,2013-07-05,37,88,94,AHY,F
n299-8493x,Gainesville,NOCA,2331-09332,B,2013-07-05,40.7,91,101,AHY,M
n433-9083s,Gainesville,NOCA,2531-99322,B,2013-07-05,36.4,89,98,AHY,M
v559-6281v,Gainesville,NOCA,2531-99323,B,2013-07-05,39.2,91,98,AHY,M
r943-9365q,Gainesville,NOCA,2531-74293,B,2013-07-19,45.8,93,96,AHY,F
z625-3630c,Gainesville,NOCA,2531-74294,B,2013-07-19,41.7,92,96,AHY,M
p386-7036d,Gainesville,NOCA,2531-99331,B,2013-07-20,37,89,99,AHY,F
y885-8639z,Gainesville,NOCA,1292-64299,B,2013-07-20,39.6,86,94,AHY,F
j329-6148c,Gainesville,NOCA,1292-64300,B,2013-07-20,42.2,93,98,AHY,M
v734-8877k,Gainesville,NOCA,2531-99328,B,2013-07-20,38.8,88.5,95,AHY,F
o317-2365n,Gainesville,NOCA,2531-99330,B,2013-07-20,42.4,92,102,AHY,M
z202-4126g,Gainesville,NOCA,2531-99332,B,2013-07-20,35.01,87,91,AHY,F
p652-6287c,Gainesville,NOCA,2531-99333,B,2013-07-20,37.9,90,96,AHY,M
g984-9408i,Gainesville,NOCA,2531-99334,B,2013-07-20,37.4,87,90,AHY,F
o419-9737v,Gainesville,NOCA,2531-99335,B,2013-07-20,37.1,86,92,AHY,F
m902-2349i,Gainesville,NOCA,2531-99339,B,2013-07-20,38.4,91,101,AHY,M
q974-5880z,Gainesville,NOCA,2531-99342,B,2013-07-20,39,88,94,AHY,F
